,frame-init,frame-end,video-frames,time-init,time-end,video-seconds,score,name
174428,224,499,950,7.46,16.61,31.62,0.5388311147689819,GYRNY
174400,165,486,950,5.49,16.18,31.62,0.4812939167022705,GYRNY
174443,64,466,939,2.13,15.51,31.25,0.6967225074768066,2L7MW
174460,230,465,939,7.65,15.48,31.25,0.6715477705001831,2L7MW
174432,190,453,939,6.32,15.08,31.25,0.6489991545677185,2L7MW
174484,423,495,778,17.56,20.54,32.29,0.659193217754364,RIUEI
174466,195,246,778,8.09,10.21,32.29,0.6509219408035278,RIUEI
174481,195,274,778,8.09,11.37,32.29,0.6508922576904297,RIUEI
174524,230,478,1535,7.88,16.37,52.58,0.7090137600898743,H8UJ3
174507,71,477,1535,2.43,16.34,52.58,0.6993649005889893,H8UJ3
174496,172,478,1535,5.89,16.37,52.58,0.6791521310806274,H8UJ3
174553,375,496,916,12.52,16.56,30.58,0.6626817584037781,48BUM
174555,316,368,916,10.55,12.29,30.58,0.6590942144393921,48BUM
174539,59,464,916,1.97,15.49,30.58,0.6274951100349426,48BUM
174577,207,267,585,8.27,10.67,23.38,0.7511897087097168,VXRCZ
174562,198,240,585,7.91,9.59,23.38,0.6914305686950684,VXRCZ
174585,380,494,585,15.19,19.74,23.38,0.6806211471557617,VXRCZ
174621,246,259,259,8.19,8.62,8.62,0.6239804029464722,XXYWL
174596,29,160,259,0.97,5.33,8.62,0.57669997215271,XXYWL
174597,37,203,259,1.23,6.76,8.62,0.5752421021461487,XXYWL
174635,59,458,512,1.96,15.24,17.04,0.719245433807373,0UQU6
174624,200,397,512,6.66,13.21,17.04,0.7090871334075928,0UQU6
174652,260,435,512,8.65,14.48,17.04,0.6460227966308594,0UQU6
174656,163,467,804,5.42,15.54,26.75,0.717768669128418,Z7QTA
174667,37,434,804,1.23,14.44,26.75,0.6918599605560303,Z7QTA
174684,224,466,804,7.45,15.50,26.75,0.6558974385261536,Z7QTA
174699,58,366,366,3.86,24.33,24.33,0.6336536407470703,JL1W2
174713,349,366,366,23.20,24.33,24.33,0.6209215521812439,JL1W2
174692,10,165,366,0.66,10.97,24.33,0.42368653416633606,JL1W2
174748,242,456,844,8.06,15.19,28.12,0.8197740912437439,CH8XJ
174720,188,462,844,6.26,15.39,28.12,0.8032407760620117,CH8XJ
174727,289,437,844,9.63,14.56,28.12,0.7030481100082397,CH8XJ
174777,375,497,660,12.48,16.54,21.96,0.7372376918792725,KX8VW
174772,402,496,660,13.38,16.50,21.96,0.7246110439300537,KX8VW
174758,214,303,660,7.12,10.08,21.96,0.6548003554344177,KX8VW
174804,397,504,870,13.22,16.78,28.96,0.592009425163269,8R0SZ
174790,250,290,870,8.32,9.65,28.96,0.5708639025688171,8R0SZ
174809,356,503,870,11.85,16.74,28.96,0.5708423852920532,8R0SZ
174837,8,78,736,0.27,2.60,24.50,0.5150914192199707,2CR02
174827,87,481,736,2.90,16.01,24.50,0.3661327362060547,2CR02
174824,7,52,736,0.23,1.73,24.50,0.3442580997943878,2CR02
174859,61,465,850,2.03,15.50,28.33,0.7411947846412659,VU4J8
174873,347,503,850,11.57,16.76,28.33,0.6637159585952759,VU4J8
174868,385,503,850,12.83,16.76,28.33,0.6095930337905884,VU4J8
174891,63,465,917,2.64,19.46,38.38,0.7433513402938843,IJOAK
174908,219,489,917,9.17,20.47,38.38,0.6602737903594971,IJOAK
174880,146,488,917,6.11,20.42,38.38,0.6377114057540894,IJOAK
174937,364,500,916,12.12,16.65,30.50,0.6563299894332886,2FW38
174929,179,305,916,5.96,10.16,30.50,0.6334735155105591,2FW38
174914,185,263,916,6.16,8.76,30.50,0.6044262647628784,2FW38
174955,55,461,461,3.64,30.54,30.54,0.577092707157135,IYVVM
174950,224,307,461,14.84,20.34,30.54,0.5488477945327759,IYVVM
174944,227,382,461,15.04,25.31,30.54,0.4848876893520355,IYVVM
175004,215,492,932,7.16,16.39,31.04,0.7794138193130493,JUI9U
174987,62,461,932,2.06,15.35,31.04,0.7542099356651306,JUI9U
174976,143,495,932,4.76,16.49,31.04,0.748603105545044,JUI9U
175036,236,461,833,7.86,15.36,27.75,0.7460118532180786,A0CJL
175019,58,459,833,1.93,15.29,27.75,0.667739987373352,A0CJL
175015,282,434,833,9.39,14.46,27.75,0.6543331146240234,A0CJL
175061,17,77,930,0.57,2.57,31.00,0.7118754386901855,R2ZYS
175048,12,54,930,0.40,1.80,31.00,0.6769156455993652,R2ZYS
175051,75,483,930,2.50,16.10,31.00,0.637300968170166,R2ZYS
175076,65,124,881,2.23,4.25,30.17,0.6245880126953125,L76ND
175093,37,101,881,1.27,3.46,30.17,0.5875554084777832,L76ND
175077,72,143,881,2.47,4.90,30.17,0.48176220059394836,L76ND
175110,236,303,894,8.06,10.35,30.54,0.664705216884613,E5TW6
175125,14,91,894,0.48,3.11,30.54,0.6411235332489014,E5TW6
175132,291,419,894,9.94,14.31,30.54,0.6381916403770447,E5TW6
175136,161,393,393,10.04,24.50,24.50,0.704338788986206,LCKF3
175153,150,340,393,9.35,21.20,24.50,0.673189640045166,LCKF3
175164,212,393,393,13.22,24.50,24.50,0.6641636490821838,LCKF3
175195,297,361,998,9.90,12.03,33.25,0.7012523412704468,2NV6L
175188,424,498,998,14.13,16.59,33.25,0.6917891502380371,2NV6L
175193,401,477,998,13.36,15.89,33.25,0.6800003051757812,2NV6L
175211,41,438,926,1.37,14.58,30.83,0.7061377763748169,1Q6M7
175200,210,385,926,6.99,12.82,30.83,0.6873182058334351,1Q6M7
175206,221,305,926,7.36,10.15,30.83,0.6600949764251709,1Q6M7
175252,409,500,917,13.62,16.65,30.54,0.6574834585189819,5M49C
175257,390,493,917,12.99,16.42,30.54,0.5667662024497986,5M49C
175243,74,476,917,2.46,15.85,30.54,0.5400904417037964,5M49C
175289,371,499,1448,13.10,17.62,51.12,0.7189531326293945,9RA4P
175284,406,503,1448,14.33,17.76,51.12,0.6982753276824951,9RA4P
175271,332,438,1448,11.72,15.46,51.12,0.6283848285675049,9RA4P
175304,2,36,276,0.12,2.19,16.79,0.5440115332603455,6X0OV
175300,60,112,276,3.65,6.81,16.79,0.5365016460418701,6X0OV
175317,17,67,276,1.03,4.08,16.79,0.4837261736392975,6X0OV
175339,67,470,475,2.23,15.62,15.79,0.6669802069664001,1ES35
175328,179,431,475,5.95,14.33,15.79,0.6401853561401367,1ES35
175356,232,448,475,7.71,14.89,15.79,0.6396892666816711,1ES35
175371,78,472,1013,2.60,15.73,33.75,0.7332919239997864,HXQ55
175384,37,390,1013,1.23,12.99,33.75,0.6632450819015503,HXQ55
175388,227,478,1013,7.56,15.93,33.75,0.5340114831924438,HXQ55
175420,239,449,779,7.99,15.01,26.04,0.6706230044364929,MU54W
175417,353,500,779,11.80,16.71,26.04,0.6535471081733704,MU54W
175403,65,473,779,2.17,15.81,26.04,0.6483872532844543,MU54W
175449,375,497,738,15.60,20.68,30.71,0.7200832366943359,W4C5O
175436,152,235,738,6.33,9.78,30.71,0.7180622220039368,W4C5O
175444,413,500,738,17.19,20.81,30.71,0.7050416469573975,W4C5O
175467,58,462,475,5.79,46.12,47.42,0.669747531414032,DV31C
175484,232,469,475,23.16,46.82,47.42,0.5881718397140503,DV31C
175456,170,472,475,16.97,47.12,47.42,0.4901577830314636,DV31C
175505,142,350,399,9.45,23.28,26.54,0.7675420045852661,6FSAH
175512,9,303,399,0.60,20.15,26.54,0.7494281530380249,6FSAH
175500,78,335,399,5.19,22.28,26.54,0.5969286561012268,6FSAH
175531,80,480,763,2.67,15.99,25.42,0.7318665385246277,A6UKL
175527,297,468,763,9.89,15.59,25.42,0.7204017043113708,A6UKL
175548,244,488,763,8.13,16.26,25.42,0.7078524827957153,A6UKL
175556,24,148,510,0.84,5.19,17.88,0.6171199083328247,RVV5Q
175557,22,201,510,0.77,7.05,17.88,0.5520837306976318,RVV5Q
175563,40,448,510,1.40,15.71,17.88,0.5388039946556091,RVV5Q
175609,395,484,882,13.16,16.12,29.38,0.7186021208763123,R2RBJ
175604,421,502,882,14.02,16.72,29.38,0.6387489438056946,R2RBJ
175605,13,72,882,0.43,2.40,29.38,0.6178997755050659,R2RBJ
175637,15,54,886,0.50,1.80,29.54,0.7120295763015747,NIEUC
175624,8,40,886,0.27,1.33,29.54,0.6846386790275574,NIEUC
175636,419,503,886,13.97,16.77,29.54,0.3904935419559479,NIEUC
175667,172,230,580,5.72,7.65,19.29,0.6589339971542358,H3CDC
175675,315,362,580,10.48,12.04,19.29,0.6134166717529297,H3CDC
175668,452,497,580,15.03,16.53,19.29,0.6125894784927368,H3CDC
175691,51,455,1027,1.70,15.16,34.21,0.6832754611968994,QU2WL
175708,219,462,1027,7.30,15.39,34.21,0.6658169627189636,QU2WL
175680,142,466,1027,4.73,15.52,34.21,0.6274791955947876,QU2WL
175740,271,455,1170,9.03,15.17,39.00,0.7307387590408325,J3ZQS
175723,76,474,1170,2.53,15.80,39.00,0.7279874086380005,J3ZQS
175712,193,460,1170,6.43,15.33,39.00,0.7237746119499207,J3ZQS
175755,58,250,250,1.92,8.29,8.29,0.6760765314102173,PH3R3
175744,228,250,250,7.56,8.29,8.29,0.5313059687614441,PH3R3
175750,229,250,250,7.59,8.29,8.29,0.5211151242256165,PH3R3
175787,67,397,397,6.50,38.54,38.54,0.49441295862197876,7ELBG
175801,347,397,397,33.69,38.54,38.54,0.4190039038658142,7ELBG
175800,21,369,397,2.04,35.82,38.54,0.3827478885650635,7ELBG
175829,14,68,908,0.47,2.27,30.25,0.5550585389137268,QWTGZ
175816,9,45,908,0.30,1.50,30.25,0.5184085369110107,QWTGZ
175814,243,281,908,8.10,9.36,30.25,0.4139120876789093,QWTGZ
175851,43,443,497,1.43,14.78,16.58,0.7273635864257812,CVX9F
175840,194,432,497,6.47,14.41,16.58,0.6906538009643555,CVX9F
175868,231,454,497,7.71,15.15,16.58,0.6553197503089905,CVX9F
175883,70,478,948,2.33,15.92,31.58,0.5899884700775146,QTGM5
175897,355,503,948,11.83,16.76,31.58,0.5677123069763184,QTGM5
175892,422,503,948,14.06,16.76,31.58,0.4391934275627136,QTGM5
175915,68,480,917,2.27,16.01,30.58,0.5079941749572754,TVQO9
175925,10,97,917,0.33,3.23,30.58,0.48469194769859314,TVQO9
175924,406,506,917,13.54,16.87,30.58,0.34223639965057373,TVQO9
175957,30,83,630,1.00,2.76,20.96,0.6382861137390137,Q81A4
175940,59,111,630,1.96,3.69,20.96,0.6233814358711243,Q81A4
175943,359,410,630,11.94,13.64,20.96,0.57008957862854,Q81A4
175976,10,46,1063,0.33,1.53,35.42,0.5841331481933594,MX9XB
175970,205,240,1063,6.83,8.00,35.42,0.5602028369903564,MX9XB
175988,438,502,1063,14.59,16.73,35.42,0.5538577437400818,MX9XB
176017,178,297,493,11.85,19.78,32.83,0.7932208180427551,EABOI
176006,210,296,493,13.98,19.71,32.83,0.6558472514152527,EABOI
176002,180,263,493,11.99,17.51,32.83,0.6357970237731934,EABOI
176044,106,293,690,3.53,9.75,22.96,0.7479722499847412,40F42
176060,232,478,690,7.72,15.91,22.96,0.7342884540557861,40F42
176043,95,481,690,3.16,16.01,22.96,0.7293882369995117,40F42
176075,55,305,305,5.35,29.67,29.67,0.5670852661132812,UGF6Q
176085,3,102,305,0.29,9.92,29.67,0.5076303482055664,UGF6Q
176092,298,305,305,28.99,29.67,29.67,0.49229827523231506,UGF6Q
176113,174,312,915,5.80,10.40,30.50,0.7649030089378357,6QDZI
176121,369,496,915,12.30,16.53,30.50,0.730560839176178,6QDZI
176116,409,498,915,13.63,16.60,30.50,0.6676560640335083,6QDZI
176139,73,474,710,2.92,18.95,28.38,0.7338385581970215,BAFYG
176156,251,495,710,10.03,19.79,28.38,0.6274226903915405,BAFYG
176153,346,504,710,13.83,20.15,28.38,0.587769091129303,BAFYG
176177,161,387,1237,5.36,12.89,41.21,0.7258437871932983,5T607
176160,150,492,1237,5.00,16.39,41.21,0.7050758004188538,5T607
176184,14,379,1237,0.47,12.63,41.21,0.6957597732543945,5T607
176198,225,288,525,13.32,17.05,31.08,0.697967529296875,5ZXR3
176201,100,241,525,5.92,14.27,31.08,0.6973464488983154,5ZXR3
176217,355,497,525,21.02,29.42,31.08,0.669392466545105,5ZXR3
176231,307,445,958,10.27,14.88,32.04,0.7864576578140259,S37QK
176252,247,468,958,8.26,15.65,32.04,0.7434670925140381,S37QK
176249,356,496,958,11.91,16.59,32.04,0.7395013570785522,S37QK
176276,417,501,783,16.66,20.02,31.29,0.5291500687599182,UJ69X
176281,391,495,783,15.63,19.78,31.29,0.4946775436401367,UJ69X
176260,73,107,783,2.92,4.28,31.29,0.45097270607948303,UJ69X
176313,382,427,427,25.27,28.25,28.25,0.6851646900177002,24XDE
176295,346,419,427,22.89,27.72,28.25,0.6761389374732971,24XDE
176292,58,114,427,3.84,7.54,28.25,0.6653625965118408,24XDE
176331,58,84,84,1.93,2.79,2.79,0.6238887310028076,TX1HS
176344,15,84,84,0.50,2.79,2.79,0.33364138007164,TX1HS
176341,0,84,84,0.00,2.79,2.79,0.31068524718284607,TX1HS
176377,347,489,733,14.44,20.35,30.50,0.5617377758026123,1VUDV
176363,62,465,733,2.58,19.35,30.50,0.5551185607910156,1VUDV
176361,111,227,733,4.62,9.45,30.50,0.4834083318710327,1VUDV
176404,431,498,653,17.79,20.56,26.96,0.6050546169281006,WVY77
176389,75,161,653,3.10,6.65,26.96,0.601395308971405,WVY77
176409,387,494,653,15.98,20.40,26.96,0.5257954597473145,WVY77
176437,29,71,751,1.20,2.93,31.00,0.5682875514030457,RRZU3
176420,71,108,751,2.93,4.46,31.00,0.5590554475784302,RRZU3
176424,9,42,751,0.37,1.73,31.00,0.502394437789917,RRZU3
176459,42,444,527,1.74,18.43,21.88,0.663538932800293,UQW95
176473,345,497,527,14.32,20.63,21.88,0.5751869678497314,UQW95
176448,185,399,527,7.68,16.57,21.88,0.5674612522125244,UQW95
176486,219,319,999,7.59,11.05,34.62,0.7244417667388916,T8O8Y
176480,202,413,999,7.00,14.31,34.62,0.6698726415634155,T8O8Y
176509,241,329,999,8.35,11.40,34.62,0.6381978392601013,T8O8Y
176532,430,501,1008,17.65,20.57,41.38,0.6142857074737549,EGY7O
176537,406,458,1008,16.67,18.80,41.38,0.5601444244384766,EGY7O
176521,130,170,1008,5.34,6.98,41.38,0.5478734970092773,EGY7O
176572,247,445,935,8.27,14.89,31.29,0.7619624137878418,G3W9M
176544,192,446,935,6.43,14.93,31.29,0.6618608236312866,G3W9M
176555,65,472,935,2.18,15.80,31.29,0.6599334478378296,G3W9M
176601,380,492,731,12.67,16.41,24.38,0.6487414836883545,G4O9P
176596,407,499,731,13.57,16.64,24.38,0.629187822341919,G4O9P
176602,93,157,731,3.10,5.24,24.38,0.6182039380073547,G4O9P
176629,7,101,736,0.29,4.21,30.67,0.6261428594589233,2HAMN
176619,76,481,736,3.17,20.04,30.67,0.4880000948905945,2HAMN
176616,7,68,736,0.29,2.83,30.67,0.421079158782959,2HAMN
176669,246,336,1058,8.20,11.19,35.25,0.7394567728042603,4VCHD
176668,262,432,1058,8.73,14.39,35.25,0.6324223279953003,4VCHD
176645,51,179,1058,1.70,5.96,35.25,0.6285354495048523,4VCHD
176676,34,137,734,1.42,5.71,30.58,0.6012804508209229,HKS9J
176683,43,440,734,1.79,18.33,30.58,0.5675538778305054,HKS9J
176677,38,176,734,1.58,7.33,30.58,0.5621044039726257,HKS9J
176729,318,494,750,13.23,20.56,31.21,0.7205449938774109,9ITO3
176732,212,478,750,8.82,19.89,31.21,0.6416362524032593,9ITO3
176715,64,466,750,2.66,19.39,31.21,0.6255747079849243,9ITO3
176764,238,462,961,8.11,15.74,32.75,0.7399330139160156,X8MNV
176741,51,220,961,1.74,7.50,32.75,0.6845270395278931,X8MNV
176747,71,476,961,2.42,16.22,32.75,0.6603251099586487,X8MNV
176780,99,298,603,5.20,15.65,31.67,0.7779525518417358,5J7FQ
176777,102,255,603,5.36,13.39,31.67,0.6805939674377441,5J7FQ
176792,20,302,603,1.05,15.86,31.67,0.6742135882377625,5J7FQ
176820,436,497,745,14.53,16.56,24.83,0.7219810485839844,QO0FI
176825,406,493,745,13.53,16.43,24.83,0.6993274092674255,QO0FI
176811,60,469,745,2.00,15.63,24.83,0.607331395149231,QO0FI
176858,107,156,921,3.57,5.20,30.71,0.7046200037002563,U9SH3
176835,116,170,921,3.87,5.67,30.71,0.6690014600753784,U9SH3
176837,78,144,921,2.60,4.80,30.71,0.662956953048706,U9SH3
176871,254,447,447,8.46,14.88,14.88,0.7485548257827759,NEFHO
176892,220,447,447,7.32,14.88,14.88,0.7419241666793823,NEFHO
176875,56,447,447,1.86,14.88,14.88,0.6676288843154907,NEFHO
176921,373,499,999,14.91,19.94,39.92,0.6488711833953857,687WB
176904,10,50,999,0.40,2.00,39.92,0.6185628771781921,687WB
176917,15,78,999,0.60,3.12,39.92,0.6169732213020325,687WB
176948,453,499,851,15.11,16.64,28.38,0.7027145624160767,0IAGO
176932,73,121,851,2.43,4.04,28.38,0.6728825569152832,0IAGO
176935,361,415,851,12.04,13.84,28.38,0.6070927381515503,0IAGO
176967,342,417,819,11.38,13.87,27.25,0.8265829682350159,5MF9Y
176972,151,222,819,5.02,7.39,27.25,0.8038853406906128,5MF9Y
176969,126,208,819,4.19,6.92,27.25,0.67439866065979,5MF9Y
177003,91,484,904,3.03,16.13,30.12,0.5897009372711182,0DJ4I
177012,387,504,904,12.89,16.79,30.12,0.5021777749061584,0DJ4I
177017,354,505,904,11.79,16.83,30.12,0.4901908338069916,0DJ4I
177032,11,43,906,0.37,1.43,30.21,0.7418421506881714,8CQ9Y
177045,23,61,906,0.77,2.03,30.21,0.7295181751251221,8CQ9Y
177044,435,498,906,14.50,16.61,30.21,0.7195225954055786,8CQ9Y
177085,266,337,507,8.88,11.25,16.92,0.7260981798171997,EY8S6
177076,418,496,507,13.95,16.55,16.92,0.694359540939331,EY8S6
177081,393,493,507,13.12,16.45,16.92,0.6863296627998352,EY8S6
177113,342,498,671,11.43,16.64,22.42,0.6878648996353149,SRQPI
177100,127,258,671,4.24,8.62,22.42,0.672505259513855,SRQPI
177099,94,489,671,3.14,16.34,22.42,0.5455816388130188,SRQPI
177126,228,307,926,7.59,10.22,30.83,0.7675654888153076,KP8VI
177137,191,291,926,6.36,9.69,30.83,0.6899685859680176,KP8VI
177145,347,501,926,11.55,16.68,30.83,0.6430864334106445,KP8VI
177180,252,442,947,8.39,14.72,31.54,0.7068947553634644,CEHLQ
177163,84,477,947,2.80,15.89,31.54,0.7026453018188477,CEHLQ
177161,109,240,947,3.63,7.99,31.54,0.6444107294082642,CEHLQ
177195,74,479,1297,2.47,15.96,43.21,0.628151535987854,77JB7
177209,346,507,1297,11.53,16.89,43.21,0.6045704483985901,77JB7
177212,272,449,1297,9.06,14.96,43.21,0.44202807545661926,77JB7
177227,69,474,807,2.30,15.79,26.88,0.692894697189331,5B4HF
177236,434,500,807,14.46,16.65,26.88,0.6545878052711487,5B4HF
177220,48,152,807,1.60,5.06,26.88,0.6394478678703308,5B4HF
177259,68,467,921,2.26,15.55,30.67,0.7229323387145996,CXZW3
177276,236,466,921,7.86,15.52,30.67,0.722325325012207,CXZW3
177248,179,459,921,5.96,15.29,30.67,0.6645834445953369,CXZW3
177286,233,290,600,9.69,12.06,24.96,0.7286733984947205,Q8QGT
177292,150,231,600,6.24,9.61,24.96,0.688001275062561,Q8QGT
177306,100,144,600,4.16,5.99,24.96,0.5997787117958069,Q8QGT
177323,84,481,1145,2.80,16.03,38.17,0.7290232181549072,C4MP2
177340,241,494,1145,8.03,16.47,38.17,0.621493935585022,C4MP2
177336,24,366,1145,0.80,12.20,38.17,0.5634828209877014,C4MP2
177355,59,123,123,5.72,11.92,11.92,0.6885964274406433,0TM53
177368,1,123,123,0.10,11.92,11.92,0.615363359451294,0TM53
177349,1,123,123,0.10,11.92,11.92,0.3934592604637146,0TM53
177387,73,374,374,4.86,24.88,24.88,0.7172467708587646,XSBZ1
177381,64,175,374,4.26,11.64,24.88,0.6579504013061523,XSBZ1
177376,180,374,374,11.97,24.88,24.88,0.5924955010414124,XSBZ1
177419,68,472,779,2.72,18.89,31.17,0.6440097689628601,Q71PE
177433,377,495,779,15.08,19.81,31.17,0.6196001768112183,Q71PE
177428,408,499,779,16.33,19.97,31.17,0.583954393863678,Q71PE
177460,447,497,790,15.28,16.99,27.00,0.688172459602356,BEUCN
177446,254,297,790,8.68,10.15,27.00,0.6504777073860168,BEUCN
177447,362,414,790,12.37,14.15,27.00,0.6415619850158691,BEUCN
177497,348,498,903,11.59,16.59,30.08,0.7473461031913757,DG5TX
177479,322,430,903,10.73,14.32,30.08,0.6864238977432251,DG5TX
177492,387,502,903,12.89,16.72,30.08,0.5804036855697632,DG5TX
177524,420,497,787,13.99,16.55,26.21,0.669758141040802,0JA9E
177529,391,488,787,13.02,16.25,26.21,0.6679304838180542,0JA9E
177508,64,120,787,2.13,4.00,26.21,0.6312238574028015,0JA9E
177561,347,499,971,11.55,16.61,32.33,0.7741667628288269,08AQS
177548,140,272,971,4.66,9.06,32.33,0.6668173670768738,08AQS
177556,378,502,971,12.59,16.71,32.33,0.5650956630706787,08AQS
177593,304,497,904,10.13,16.56,30.12,0.7859437465667725,SSP8C
177575,287,454,904,9.56,15.13,30.12,0.6688599586486816,SSP8C
177596,212,485,904,7.06,16.16,30.12,0.6248382329940796,SSP8C
177608,10,46,926,0.33,1.53,30.83,0.6827294826507568,KATDX
177621,19,76,926,0.63,2.53,30.83,0.6771068572998047,KATDX
177602,206,249,926,6.86,8.29,30.83,0.6742192506790161,KATDX
177643,73,476,1315,2.92,19.02,52.54,0.7006831169128418,4DAGZ
177656,30,400,1315,1.20,15.98,52.54,0.6719071865081787,4DAGZ
177660,219,493,1315,8.75,19.70,52.54,0.5407164692878723,4DAGZ
177675,60,463,732,2.50,19.27,30.46,0.7386713027954102,4MKH4
177664,152,502,732,6.33,20.89,30.46,0.6953160166740417,4MKH4
177692,216,501,732,8.99,20.85,30.46,0.6945095062255859,4MKH4
177707,57,460,734,2.37,19.14,30.54,0.581213116645813,9N0BP
177717,10,76,734,0.42,3.16,30.54,0.47275686264038086,9N0BP
177713,179,313,734,7.45,13.02,30.54,0.4721841812133789,9N0BP
177728,153,467,780,5.10,15.57,26.00,0.7885258197784424,LCZ8F
177756,218,459,780,7.27,15.30,26.00,0.7689729928970337,LCZ8F
177739,51,452,780,1.70,15.07,26.00,0.6895747184753418,LCZ8F
177789,254,337,510,8.45,11.21,16.96,0.7545329332351685,8U5TE
177771,40,440,510,1.33,14.63,16.96,0.670297384262085,8U5TE
177788,259,426,510,8.61,14.17,16.96,0.6577811241149902,8U5TE
177812,382,504,988,12.73,16.79,32.92,0.6914327144622803,PB66Q
177817,345,505,988,11.50,16.83,32.92,0.6236931681632996,PB66Q
177803,58,465,988,1.93,15.49,32.92,0.6128631830215454,PB66Q
177851,318,362,898,10.60,12.06,29.92,0.7200007438659668,QO0UU
177832,9,37,898,0.30,1.23,29.92,0.667878270149231,QO0UU
177850,103,146,898,3.43,4.86,29.92,0.6591744422912598,QO0UU
177865,123,252,2042,2.05,4.20,34.04,0.7686185240745544,5GK8W
177873,121,385,2042,2.02,6.42,34.04,0.7369110584259033,5GK8W
177868,116,295,2042,1.93,4.92,34.04,0.7262530326843262,5GK8W
177897,120,193,204,3.97,6.39,6.75,0.6793704628944397,BJI1D
177900,128,204,204,4.24,6.75,6.75,0.6544187068939209,BJI1D
177899,60,204,204,1.99,6.75,6.75,0.5375161170959473,BJI1D
177927,352,411,644,11.71,13.67,21.42,0.7346816062927246,N59H5
177945,361,478,644,12.01,15.90,21.42,0.6368978023529053,N59H5
177948,313,418,644,10.41,13.90,21.42,0.5021507740020752,N59H5
177964,141,229,384,4.70,7.63,12.79,0.722774863243103,SP6M4
177971,166,235,384,5.53,7.83,12.79,0.7011004686355591,SP6M4
177977,363,384,384,12.09,12.79,12.79,0.6942988038063049,SP6M4
177995,42,445,947,1.40,14.84,31.58,0.6757339239120483,TANB8
177984,200,441,947,6.67,14.71,31.58,0.6230146288871765,TANB8
178012,249,454,947,8.30,15.14,31.58,0.6191384792327881,TANB8
178027,51,455,830,1.70,15.17,27.67,0.6331371068954468,511AM
178044,266,431,830,8.87,14.37,27.67,0.6219968795776367,511AM
178041,343,497,830,11.43,16.57,27.67,0.592153012752533,511AM
178059,53,461,536,2.20,19.17,22.29,0.5883000493049622,WGFU7
178068,416,497,536,17.30,20.67,22.29,0.5552905201911926,WGFU7
178076,276,422,536,11.48,17.55,22.29,0.491238534450531,WGFU7
178091,60,300,300,5.98,29.92,29.92,0.670485258102417,O495M
178080,154,300,300,15.36,29.92,29.92,0.6650630235671997,O495M
178104,9,300,300,0.90,29.92,29.92,0.5879178047180176,O495M
178112,185,443,644,6.16,14.76,21.46,0.7214751243591309,2JT00
178140,237,451,644,7.90,15.03,21.46,0.6720441579818726,2JT00
178123,80,478,644,2.67,15.93,21.46,0.6402201652526855,2JT00
178151,342,416,643,11.39,13.86,21.42,0.7312706708908081,UEC1F
178148,33,147,643,1.10,4.90,21.42,0.6784290075302124,UEC1F
178149,40,187,643,1.33,6.23,21.42,0.6782935857772827,UEC1F
178197,17,81,1169,0.57,2.70,38.96,0.6253640651702881,X89FW
178183,330,414,1169,11.00,13.80,38.96,0.6169348359107971,X89FW
178203,309,378,1169,10.30,12.60,38.96,0.5952320098876953,X89FW
178219,71,471,765,2.83,18.80,30.54,0.7311757802963257,P8OVC
178236,234,494,765,9.34,19.72,30.54,0.7272098064422607,P8OVC
178208,181,495,765,7.23,19.76,30.54,0.6945524215698242,P8OVC
178268,252,435,488,8.39,14.49,16.25,0.6863557696342468,FNM5E
178251,76,473,488,2.53,15.75,16.25,0.5977381467819214,FNM5E
178240,209,430,488,6.96,14.32,16.25,0.5835660696029663,FNM5E
178300,234,477,1168,7.80,15.89,38.92,0.7455720901489258,QT6X8
178283,61,461,1168,2.03,15.36,38.92,0.7433472871780396,QT6X8
178272,182,475,1168,6.06,15.83,38.92,0.7385056018829346,QT6X8
178332,254,442,1177,17.50,30.45,81.08,0.7020323276519775,2544C
178315,48,447,1177,3.31,30.79,81.08,0.6824637651443481,2544C
178304,210,416,1177,14.47,28.66,81.08,0.6647918224334717,2544C
178347,56,458,990,1.86,15.25,32.96,0.6663687229156494,VKLP7
178360,26,350,990,0.87,11.65,32.96,0.4677501916885376,VKLP7
178361,349,499,990,11.62,16.61,32.96,0.4157412648200989,VKLP7
178387,168,234,780,5.64,7.85,26.17,0.696266770362854,YW5C4
178380,149,230,780,5.00,7.72,26.17,0.6673871874809265,YW5C4
178393,380,475,780,12.75,15.94,26.17,0.6643020510673523,YW5C4
178400,140,352,352,9.31,23.42,23.42,0.7894222736358643,KWQKH
178428,189,352,352,12.57,23.42,23.42,0.7607245445251465,KWQKH
178417,140,352,352,9.31,23.42,23.42,0.7029720544815063,KWQKH
178461,265,353,1560,8.83,11.77,52.00,0.7115141153335571,P0DXX
178459,296,381,1560,9.87,12.70,52.00,0.6325725317001343,P0DXX
178443,78,477,1560,2.60,15.90,52.00,0.5988397002220154,P0DXX
178475,62,467,576,2.48,18.65,23.00,0.6662347912788391,AMX7S
178489,360,497,576,14.38,19.85,23.00,0.6218412518501282,AMX7S
178492,266,424,576,10.62,16.93,23.00,0.6076774001121521,AMX7S
178521,385,487,917,12.86,16.26,30.62,0.7133643627166748,M9KMN
178523,313,377,917,10.45,12.59,30.62,0.6782320737838745,M9KMN
178503,354,413,917,11.82,13.79,30.62,0.6752110719680786,M9KMN
178539,59,459,1008,1.97,15.29,33.58,0.7204544544219971,39T0D
178528,169,488,1008,5.63,16.26,33.58,0.6846743822097778,39T0D
